No,소속구분,소속,직위,성명,재산구분,본인과의 관계,재산의 종류,소재지 면적 등 권리의 명세,종전가액,증가액,증가액실거래가격,감소액,감소액실거래가격,현재가액,변동사유
1749,1.국회의원,국회,국회의원,문병호,건물,모,다세대주택,"서울특별시 서대문구 북가좌동 건물 79.20㎡ 중 39.60㎡ (건물
총면적 79.20㎡ 증가, 지분면적 39.60㎡증가)",,"87,000 ",,0 ,,"87,000",등록의무자 추가
1750,1.국회의원,국회,국회의원,문병호,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2012년식 캡티바 배기량(1,998cc)","18,200",0 ,,"2,400 ",,"15,800",가액변동
1751,1.국회의원,국회,국회의원,문병호,예금,본인,,"부평남부새마을금고 110(3 증가), 상호저축은행중앙회 17,
동암신협 10, 우리은행 11,882(1,071 증가), 외환은행 2,200(566 증가), 흥국생명보험 10,583(962 증가), 중소기업은행 0(50 감소), 부평대건신협 64(1 증가), 부평중앙새마을금고 12,196(6,095 감소), 농협은행 42,406(40,473 증가), (주)KB손해보험 7,480(2,640 증가),
부평신용협동조합 133(4 증가), 메트라이프생명보험 40,818(2,486 증가), 씨티은행 1,551(1,428 증가), 국민은행
2,243(526 증가), 동암신용협동조합 107, 부일새마을금고
227(6 증가), ING(네덜란드)생명보험 109,035(2,596 증가),
새마을금고중앙회 공제사업부 1,920(720 증가)","195,645","58,246 ",,"10,909 ",,"242,982","본인 및 배우자 급여 저축, 정치자금 및 생활비 지출 등, 일부 계좌 정치자금항목으로 이동"
1752,1.국회의원,국회,국회의원,문병호,예금,배우자,,"BNP파리바카디프생명보험 112,860(55,860 증가), 우체국27,738, 삼성생명보험 25,734(4,080 증가), 동양생명보험28,788(3,948 증가), 신한은행 213,574(1,389 증가),교보생명보험 51,662(8,400 증가), AIA생명보험 30,000, 한국투자증권 4, 미래에셋생명보험 4,344","421,027","248,609 ",,"174,932 ",,"494,704",
1753,1.국회의원,국회,국회의원,문병호,예금,부,,"하나은행 23,856(23,856 증가), 신한은행 3,574(3,574 증가),
동부신용협동조합 20,050(20,050 증가), 우리은행 50,062(50,062 증가), 씨티은행 250,492(250,492 증가)",0,"348,034 ",,0 ,,"348,034",
1754,1.국회의원,국회,국회의원,문병호,예금,모,,"광주약사신협 2(2 증가), 하나은행 1,203(1,203 증가)",0,"1,205 ",,0 ,,"1,205",
1755,1.국회의원,국회,국회의원,문병호,예금,장녀,,"국민은행 9(3,870 감소), 우리은행 145(69 감소), 신한은행
33,261(1,221 증가)","36,133","1,229 ",,"3,947 ",,"33,415",
1756,1.국회의원,국회,국회의원,문병호,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 5,340(5,340 증가), 부평중앙새마을금고
3,014(3,014 증가)",0,"8,354 ",,0 ,,"8,354","예금항목에서
정치자금항목으로 이동"
1757,1.국회의원,국회,국회의원,문병호,채권,본인,,사인간채권,"245,000",0 ,,0 ,,"245,000",변동없음
1758,1.국회의원,국회,국회의원,문병호,채무,본인,,사인간채무 증가,"10,000","60,000 ",,"10,000 ",,"60,000","채무 상환, 사무실운영비 등
신규 채무"
1759,1.국회의원,국회,국회의원,문병호,채무,본인,금융기관채무,"외환은행 226,785(187,448 감소), 농협은행 0(18,784 감소),
씨티은행 425,366(95,366 증가)","763,017","100,000 ",,"210,866 ",,"652,151","급여 등으로 상환,
신규채무발생"
1760,1.국회의원,국회,국회의원,문병호,채무,본인,건물임대채무,인천광역시 부평구 부평동 문화드림빌 2건 임대보증금,"50,000",0 ,,0 ,,"50,000",변동없음
1761,1.국회의원,국회,국회의원,문병호,채무,본인,건물임대채무,서울특별시 서초구 반포동 엠브이아파트 임대보증금,"345,000",0 ,,0 ,,"345,000",변동없음
1762,1.국회의원,국회,국회의원,문병호,채무,배우자,건물임대채무,서울특별시 강남구 역삼동 황화빌딩 2건 임대보증금,"15,000",0 ,,0 ,,"15,000",가액변동 없음
1763,1.국회의원,국회,국회의원,문재인,토지,본인,잡종지,경상남도 양산시 매곡동 28번지 159.00㎡,"16,440","1,495 ",,0 ,,"17,935",개별공시지가 변동
1764,1.국회의원,국회,국회의원,문재인,토지,본인,주차장,경상남도 양산시 매곡동 29번지 577.00㎡,"59,661","5,424 ",,0 ,,"65,085",개별공시지가 변동
1765,1.국회의원,국회,국회의원,문재인,토지,본인,답,경상남도 양산시 매곡동 30-2번지 15.00㎡,286,24 ,,0 ,,310,개별공시지가 변동
1766,1.국회의원,국회,국회의원,문재인,토지,본인,답,경상남도 양산시 매곡동 30-3번지 14.00㎡,267,22 ,,0 ,,289,개별공시지가 변동
1767,1.국회의원,국회,국회의원,문재인,토지,본인,답,경상남도 양산시 매곡동 30-4번지 47.00㎡,897,75 ,,0 ,,972,개별공시지가 변동
1768,1.국회의원,국회,국회의원,문재인,토지,본인,대지,경상남도 양산시 매곡동 34-10번지 51.00㎡,"5,329",485 ,,0 ,,"5,814",개별공시지가 변동
1769,1.국회의원,국회,국회의원,문재인,토지,본인,대지,"경상남도 양산시 매곡동 30번지 1,721.00㎡","179,844","16,350 ",,0 ,,"196,194",개별공시지가 변동
1770,1.국회의원,국회,국회의원,문재인,토지,본인,임야,"제주특별자치도 제주시 한경면 청수리 1844번지 4,485.00㎡
중 1,121.25㎡","7,063",785 ,,0 ,,"7,848",개별공시지가 변동
1771,1.국회의원,국회,국회의원,문재인,토지,본인,도로,경상남도 양산시 매곡동 28-1번지 3.00㎡,32,3 ,,0 ,,35,개별공시지가 변동
1772,1.국회의원,국회,국회의원,문재인,토지,본인,도로,경상남도 양산시 매곡동 29-1번지 48.00㎡,518,48 ,,0 ,,566,개별공시지가 변동
1773,1.국회의원,국회,국회의원,문재인,건물,본인,단독주택,경상남도 양산시 매곡동 건물 243.10㎡,"230,000","23,000 ",,0 ,,"253,000",시가표준액 변동
1774,1.국회의원,국회,국회의원,문재인,건물,본인,근린생활시설,경상남도 양산시 매곡동 건물 86.34㎡,"30,460",0 ,,"1,904 ",,"28,556",시가표준액 변동
1775,1.국회의원,국회,국회의원,문재인,건물,본인,단독주택,경상남도 양산시 매곡동 건물 38.00㎡,"7,448",152 ,,0 ,,"7,600",시가표준액 변동
1776,1.국회의원,국회,국회의원,문재인,건물,본인,"아파트
전세(임차)권",부산광역시 사상구 학장동 구학마을아파트 건물 46.32㎡,"85,000",0 ,,0 ,,"85,000",변동없음
1777,1.국회의원,국회,국회의원,문재인,건물,모,아파트,부산광역시 영도구 남항동3가 남항화랑멘션 건물 83.16㎡,"108,000","5,000 ",,0 ,,"113,000",시가표준액 변동
1778,1.국회의원,국회,국회의원,문재인,건물,장남,"복합건물(주
택+상가)",서울특별시 구로구 신도림동 신도림팰러티움 건물 112.40㎡,"310,000",0 ,,0 ,,"310,000",가액변동 없음
1779,1.국회의원,국회,국회의원,문재인,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2001년식 렉스턴 배기량(2,900cc)","3,790",0 ,,500 ,,"3,290",감가상각
1780,1.국회의원,국회,국회의원,문재인,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,배우자,자동차,"2013년식 스포티지R 배기량(1,995cc)","20,610",0 ,,"1,890 ",,"18,720",감가상각
1781,1.국회의원,국회,국회의원,문재인,예금,본인,,"우리은행 424(17 증가), 신한은행 2,107(1,300 증가),
부산은행 5,053(8 감소), 농협은행 1,680(39,034 감소), 국민은행 186,776(26,849 감소), 스탠다드차타드은행 4,453(4 증가)","265,063","1,325 ",,"65,895 ",,"200,493",문재인펀드 미지급금 일부 상환에 따른 잔액감소 및 주택구입 목적의 차입금 예치에 따른 잔액 변동
1782,1.국회의원,국회,국회의원,문재인,예금,배우자,,"삼성생명보험 250,068(13,472 증가), 우리은행
98,092(73,376 증가), 신한금융투자(주) 2,916(2,916 증가),
라이나생명보험 2,051(281 증가)","263,082","90,045 ",,0 ,,"353,127",
1783,1.국회의원,국회,국회의원,문재인,예금,모,,"외환은행 1,208(192 감소), 성모신용협동조합 841(260 증가),
농협은행 553(501 증가), 우리은행 20,000","22,033",761 ,,192 ,,"22,602",
1784,1.국회의원,국회,국회의원,문재인,예금,장남,,"하나은행 0(6,000 감소), 신한은행 6,724(11,149 감소),
삼성생명보험 16,892(1,480 증가)","39,285","1,480 ",,"17,149 ",,"23,616",
1785,1.국회의원,국회,국회의원,문재인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 99,506(99,506 증가)",0,"99,506 ",,0 ,,"99,506","항목생성에 따른 신규입력 및
정치후원금 이월에 따른 잔액 변동"
1786,1.국회의원,국회,국회의원,문재인,채무,본인,금융기관채무,"농협은행 40,000(30,000 감소)","70,000",0 ,,"30,000 ",,"40,000",원금 일부 상환
1787,1.국회의원,국회,국회의원,문재인,채무,본인,기타,문재인펀드 감소,"218,059",0 ,,"26,845 ",,"191,214","미지급된 펀드가입자 중
일부의 요청에 따라 상환"
1788,1.국회의원,국회,국회의원,문재인,채무,배우자,,사인간채무 증가,0,"90,000 ",,0 ,,"90,000",주택구입을 위한 채무 발생
1789,1.국회의원,국회,국회의원,문재인,채무,장남,금융기관채무,"신한은행 146,550(3,450 감소)","150,000",0 ,,"3,450 ",,"146,550",원금 일부 상환
1790,1.국회의원,국회,국회의원,문재인,지식재산권,본인,저작재산권,"문재인의 운명/ ISBN 13-9788977771888 / 출판물 /
5년(2011.2.21~2016.2.21) (소득금액: 1천원)",,,,,,,변동없음
1791,1.국회의원,국회,국회의원,문재인,지식재산권,본인,저작재산권,"문재인, 김인회의 검찰을 생각한다/ ISBN 9788996687528 /
출판물/ 5년(2011.11.23~2016.11.23) (소득금액: 1천원)",,,,,,,변동없음
1792,1.국회의원,국회,국회의원,문재인,지식재산권,본인,저작재산권,"사람이 먼저다/ ISBN 978-89-97838-02-8/ 출판물/
5년(2012.7.31~2017.7.31) (소득금액: 1천원)",,,,,,,변동없음
1793,1.국회의원,국회,국회의원,문재인,지식재산권,본인,저작재산권,"문재인이 드립니다/ ISBN 978-89-01-14936-3/ 출판물/
5년(2012.8.8~2017.8.8) (소득금액: 72천원)",,,,,,,판매부수 변동
1794,1.국회의원,국회,국회의원,문재인,지식재산권,본인,저작재산권,"1219 끝이시작이다/ISBN 978-89-5561-690-3/ 출판물/
5년(2013.12.10.-2018.12.10) (소득금액: 1천원)",,,,,,,판매부수 변동
1795,1.국회의원,국회,국회의원,문재인,합명․합자․유한회사 출자지분,본인,출자,"법무법인 부산, 출자가액: 83,700천원, 지분비율: 22.56%,
연간매출액: 1,330,852천원(103,148천원 감소)","83,700",0 ,,0 ,,"83,700",출자지분 변동없음
1796,1.국회의원,국회,국회의원,문정림,토지,배우자,답,"경상북도 봉화군 재산면 갈산리 776번지 3,808.00㎡","9,596",914 ,,0 ,,"10,510",가액변동
1797,1.국회의원,국회,국회의원,문정림,토지,배우자,임야,"충청남도 태안군 원북면 신두리 1137-3번지 4,378.00㎡","22,503",0 ,,438 ,,"22,065",가액변동
1798,1.국회의원,국회,국회의원,문정림,토지,배우자,임야,"충청남도 태안군 원북면 신두리 1137-4번지 4,655.00㎡ 중
931.00㎡","4,720",0 ,,0 ,,"4,720",가액변동 없음
1799,1.국회의원,국회,국회의원,문정림,건물,본인,아파트,"서울특별시 영등포구 여의도동 롯데캐슬IVY 건물 221.57㎡중
110.79㎡","588,000","4,000 ",,0 ,,"592,000",가액변동
1800,1.국회의원,국회,국회의원,문정림,건물,배우자,아파트,"서울특별시 영등포구 여의도동 롯데캐슬IVY 건물 221.57㎡중
110.79㎡","588,000","4,000 ",,0 ,,"592,000",가액변동
1801,1.국회의원,국회,국회의원,문정림,건물,배우자,오피스텔,서울특별시 성동구 하왕십리동 대지 5.24㎡ 건물 48.77㎡,"125,567","1,719 ",,0 ,,"127,286",가액변동
1802,1.국회의원,국회,국회의원,문정림,건물,배우자,상가,서울특별시 마포구 아현동 샵빌딩 대지 25.34㎡건물 95.55㎡,"209,951",0 ,,"4,221 ",,"205,730",가액변동
1803,1.국회의원,국회,국회의원,문정림,건물,배우자,근린생활시설,"서울특별시 은평구 응암동 대지 489.50㎡ 건물 1,413.80㎡","3,351,483",0 ,,"48,958 ",,"3,302,525",가액변동
1804,1.국회의원,국회,국회의원,문정림,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2012년식 카니발R하이리무진 배기량(2,199cc)","4,541",,,,,"4,541",가액변동 없음
1805,1.국회의원,국회,국회의원,문정림,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,배우자,자동차,"2008년식 S80 D5 2.4 배기량(2,401cc)","16,460",0 ,,"4,195 ",,"12,265",가액변동
1806,1.국회의원,국회,국회의원,문정림,예금,본인,,"현대해상화재보험 12,126(5,806 증가), 우리은행
2,161(1,975 증가), 신한은행 9, 외환은행 0(1 감소), 농협은행 12,935(249,886 감소), 현대증권 4, 하나은행 3,050(1,303 증가), 메리츠종금증권 4,167(119 증가)","275,136","14,406 ",,"255,090 ",,"34,452",본인 및 배우자 연간소득 유입 및 정치자금으로 이동
1807,1.국회의원,국회,국회의원,문정림,예금,배우자,,"미래에셋증 50,972(6,325 증가), 동부화재해상보험 24,000,국민은행 119, 하나은행 64, 삼성화재해상보험49,200(14,400 증가), 신한은행 189,639(70,874 감소),NH투자증권 560,242(151,522 증가), 씨티은행 19, 미래에셋증권 1,567(1,537 증가)","772,912","192,041 ",,"89,131 ",,"875,822",
1808,1.국회의원,국회,국회의원,문정림,예금,장남,,"신한은행 1,352(509 증가), 우리은행 6,869(15 증가),
대우증권 5,387(1,624 증가), 미래에셋증권 140(2 증가), NH투자증권 86,607(86,607 증가)","11,598","88,997 ",,240 ,,"100,355",
1809,1.국회의원,국회,국회의원,문정림,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 345,644(345,644 증가)",0,"345,644 ",,0 ,,"345,644",예금에서 이동
1810,1.국회의원,국회,국회의원,문정림,유가증권,본인,상장주식,금화피에스시 108주,"5,189",0 ,,"1,399 ",,"3,790",증권 추가취득 및 평가액 변동
1811,1.국회의원,국회,국회의원,문정림,유가증권,배우자,상장주식,"코텍 0주(1,680주 감소), 리드코프 18,182주(1,758주 감소),
하이록코리아 7,281주(7,281주 증가), 한국컴퓨터 0주(5,700주 감소), 화진 0주(7,585주 감소), 세아베스틸
0주(1,006주 감소), 나이스정보통신 3,900주(3,500주 감소), STX 13주(108주 감소), 빅솔론 0주(3,440주 감소), 인포바인 0주(1,223주 감소), SK하이닉스 400주(400주 증가), 리노공업
2,278주(1,995주 감소), 아이디스 0주(300주 감소), 이씨에스
18,126주(3,186주 증가), 한국기업평가 2,277주(750주 감소), 미원에스씨 0주(61주 감소), 삼목에스폼 1,850주(1,850주 증가), 금화피에스시 3,432주(832주 감소),
경동가스 120주","1,267,271","282,953 ",,"544,086 ",,"1,006,138",
1812,1.국회의원,국회,국회의원,문정림,유가증권,배우자,국채,"BLTN 0 01/01/16 100,000주","36,680",0 ,,"7,098 ",,"29,582",
1813,1.국회의원,국회,국회의원,문정림,유가증권,장남,상장주식,"한국기업평가 410주, 아이디스 100주, 리노공업 280주,
기아차 150주, 이씨에스 2,400주, 리드코프 516주, 하이록코리아 750주(750주 증가), SK하이닉스 200주(200주 증가), 나이스정보통신 350주(350주 증가), 금화피에스시 787주(493주 증가)","69,926","63,116 ",,"6,387 ",,"126,655",
1814,1.국회의원,국회,국회의원,문정림,채무,본인,금융기관채무,"메리츠종금증권 19,008(9,559 감소)","28,567",0 ,,"9,559 ",,"19,008",잔액변동
1815,1.국회의원,국회,국회의원,문정림,채무,배우자,금융기관채무,"신한은행 1,300,000","1,300,000",0 ,,0 ,,"1,300,000",변동없음
1816,1.국회의원,국회,국회의원,문정림,채무,배우자,건물임대채무,서울특별시 마포구 아현동 샵빌딩 임대보증금,"15,000",0 ,,0 ,,"15,000",임대보증금
1817,1.국회의원,국회,국회의원,문정림,채무,배우자,건물임대채무,서울특별시 은평구 응암동 임대보증금 증가,"120,000","5,000 ",,0 ,,"125,000",임대보증금
1818,1.국회의원,국회,국회의원,문정림,회원권,배우자,골프,서서울컨트리클럽 증가,"72,000","3,000 ",,0 ,,"75,000",가액변동
1819,1.국회의원,국회,국회의원,문정림,고지거부 및 등록제외사항,부,,고지거부,,,,,,,독립생계유지
1820,1.국회의원,국회,국회의원,문정림,고지거부 및 등록제외사항,모,,고지거부,,,,,,,독립생계유지
1821,1.국회의원,국회,국회의원,문희상,토지,본인,대지,경기도 의정부시 의정부동 172-36번지 162.90㎡,"147,326","21,438 ",,0 ,,"168,764",가액변동
1822,1.국회의원,국회,국회의원,문희상,토지,장남,임야,"경기도 양주시 어둔동 산 45번지 1,983.00㎡","24,589",991 ,,0 ,,"25,580",가액변동
1823,1.국회의원,국회,국회의원,문희상,토지,장남,대지,경기도 의정부시 의정부동 172-37번지 213.50㎡,"198,576","30,509 ",,0 ,,"229,085",가액변동
1824,1.국회의원,국회,국회의원,문희상,토지,장남,임야,"경기도 양주시 남방동 산 102번지 8,826.00㎡","202,998",0 ,,0 ,,"202,998",가액변동 없음
1825,1.국회의원,국회,국회의원,문희상,건물,본인,단독주택,경기도 의정부시 의정부1동 건물 293.72㎡,0,0 ,,0 ,,0,가액변동 없음
1826,1.국회의원,국회,국회의원,문희상,건물,장남,"상가
전세(임차)권",경기도 의정부시 의정부1동 건물 0.00㎡ (건물 528.00㎡감소),"140,000",0 ,,"140,000 ","140,000",0,전세권에서 건물매매로 변경
1827,1.국회의원,국회,국회의원,문희상,건물,장남,아파트,서울특별시 서초구 반포1동 반포자이아파트 건물 84.98㎡,"872,000","16,000 ",,0 ,,"888,000",가액변동
1828,1.국회의원,국회,국회의원,문희상,건물,장남,상가,"경기도 의정부시 의정부동 대지 291.90㎡ 건물 784.35㎡(대지 291.90㎡ 증가, 건물 784.35㎡ 증가)",,"1,921,829 ","2,234,000 ",0 ,,"1,921,829",전세권 건물 매입
1829,1.국회의원,국회,국회의원,문희상,현금,장남,,현금 감소,"100,000",0 ,,"100,000 ",,0,건물 구입으로 사용
1830,1.국회의원,국회,국회의원,문희상,예금,본인,,"중소기업은행 310(8 증가), 우리은행 39, 신우신협 543(12
증가), 농협은행 17,661(24,862 감소), 신한생명보험 400, 믿음신협 133","43,928","6,486 ",,"31,328 ",,"19,086",정치자금 통장 항목 이동으로 인한 차액발생 및 예금해약 및 예금 신규추가
1831,1.국회의원,국회,국회의원,문희상,예금,배우자,,"국민은행 23(49 감소), 신우신협 340(9 증가),
한화생명보험주식회사 36,936(1,200 증가)","36,139","1,209 ",,49 ,,"37,299",
1832,1.국회의원,국회,국회의원,문희상,예금,장남,,"신한은행 84(64 증가), 하나은행 1,103(1,051 증가),농협생명보험 24, 한화생명보험주식회사 3,837, 동부생명보험66,535, 신우신협 87(100 감소), 농협중앙회 0(8 감소),국민은행 69(1,979 감소), 씨티은행 196, 농협은행 395(345 증가), 삼성화재해상보험 712(356 증가)","73,313","1,877 ",,"2,148 ",,"73,042",
1833,1.국회의원,국회,국회의원,문희상,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 61,626(61,626 증가)",0,"61,626 ",,0 ,,"61,626",정치자금 통장 신규 추가
1834,1.국회의원,국회,국회의원,문희상,유가증권,본인,상장주식,현대아산 249주,"3,311",199 ,,0 ,,"3,510",증권 평가액 변동으로 인한 금액 변동
1835,1.국회의원,국회,국회의원,문희상,유가증권,본인,비상장주식,경기개발공사 87주,435,0 ,,0 ,,435,
1836,1.국회의원,국회,국회의원,문희상,유가증권,장남,비상장주식,"(주)영글북스 15,000주","150,000",0 ,,0 ,,"150,000",
1837,1.국회의원,국회,국회의원,문희상,채무,본인,금융기관채무,"농협은행 30,000(30,000 증가)",0,"30,000 ",,0 ,,"30,000",가계자금 사용
1838,1.국회의원,국회,국회의원,문희상,채무,배우자,금융기관채무,"한화생명보험주식회사 25,700","25,700",0 ,,0 ,,"25,700",변동 없음
1839,1.국회의원,국회,국회의원,문희상,채무,장남,금융기관채무,"하나은행 979,946(7,953 감소), 신한은행
1,800,000(1,800,000 증가), 동부생명보험 58,160(5,000
증가), 신용협동조합중앙회 70,000, 국민은행 519,098(10,900 감소)","1,641,057","2,384,946 ",,"598,799 ",,"3,427,204",건물 매입대금과 사업자금으로 인한 채무
1840,1.국회의원,국회,국회의원,민병두,건물,본인,아파트,서울특별시 동대문구 전농동 SK아파트 건물 114.30㎡,"296,000",0 ,,0 ,,"296,000",가액변동 없음
1841,1.국회의원,국회,국회의원,민병두,건물,본인,연립주택,Yearling Terrace Rockville MD 20850 건물 143.00㎡,"116,960","9,563 ",,0 ,,"126,523",가액(환율)변동
1842,1.국회의원,국회,국회의원,민병두,건물,배우자,연립주택,"Yearling Terrace Rockville MD 20850 건물 71.50㎡ (건물
71.50㎡ 감소)","116,960","9,563 ",,0 ,,"126,523",가액(환율)변동
1843,1.국회의원,국회,국회의원,민병두,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2009년식 쏘울 배기량(1,591cc)","8,430",0 ,,"2,150 ",,"6,280",가액변동
1844,1.국회의원,국회,국회의원,민병두,예금,본인,,"삼성생명보험 6,756, 외환은행 0(140,579 감소), 농협은행
7,355(5,046 증가), 국민은행 377(304 증가),
ING(네덜란드)생명보험 18,292(1,120 증가), 스탠다드차타드은행 133(1 증가)","167,021","6,471 ",,"140,579 ",,"32,913","예금 증가 및 장남 급여 소득, 정치자금계좌 항목 이동"
1845,1.국회의원,국회,국회의원,민병두,예금,배우자,,"PCA생명보험 5,850(5,850 증가), 국민은행 26,481(23,062
증가), 하나은행 5,912(3,929 증가), ING(네덜란드)생명보험 6,448(395 증가)","11,455","33,236 ",,0 ,,"44,691",
1846,1.국회의원,국회,국회의원,민병두,예금,장남,,"하나은행 10,306(10,306 증가), 삼성생명보험 1,096(1,096
증가), 국민은행 2,500(2,500 증가)",0,"13,902 ",,0 ,,"13,902",
1847,1.국회의원,국회,국회의원,민병두,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"외환은행 128,905(128,905 증가)",0,"128,905 ",,0 ,,"128,905","예금항목에서
정치자금항목으로 이동"
1848,1.국회의원,국회,국회의원,민병두,채무,본인,금융기관채무,"ProvidentFunding 17,330(7,600 감소)","24,930",0 ,,"7,600 ",,"17,330",채무액 일부 상환
1849,1.국회의원,국회,국회의원,민병두,채무,배우자,금융기관채무,"ProvidentFunding 17,330(7,600 감소)","24,930",0 ,,"7,600 ",,"17,330",채무액 일부 상환
1850,1.국회의원,국회,국회의원,민병두,고지거부 및 등록제외사항,부,,고지거부,,,,,,,독립생계유지
1851,1.국회의원,국회,국회의원,민병두,고지거부 및 등록제외사항,모,,고지거부,,,,,,,독립생계유지
1852,1.국회의원,국회,국회의원,민병주,토지,본인,임야,"경기도 광주시 중대동 산 23-1번지 16,252.00㎡ 중 3,125.00㎡","66,875","1,563 ",,0 ,,"68,438",가액변동
1853,1.국회의원,국회,국회의원,민병주,건물,본인,"오피스텔
전세(임차)권",서울특별시 마포구 도화동 마포트라팰리스 건물 49.63㎡,"20,000",0 ,,0 ,,"20,000",변동없음
1854,1.국회의원,국회,국회의원,민병주,건물,본인,"상가
전세(임차)권",대전광역시 유성구 지족동 가나파로스빌 건물 128.00㎡,"20,000",0 ,,0 ,,"20,000",변동없음
1855,1.국회의원,국회,국회의원,민병주,건물,본인,단독주택,"대전광역시 유성구 노은동 대지 268.60㎡ 중 134.30㎡ 건물
256.10㎡ 중 128.05㎡","160,000","6,000 ",,0 ,,"166,000",가액변동
1856,1.국회의원,국회,국회의원,민병주,건물,배우자,단독주택,"대전광역시 유성구 노은동 대지 268.60㎡ 중 134.30㎡ 건물
256.10㎡ 중 128.05㎡","160,000","6,000 ",,0 ,,"166,000",가액변동
1857,1.국회의원,국회,국회의원,민병주,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,본인,자동차,"2012년식 그랜저HG 배기량(3,300cc) 증가",0,"6,522 ",,0 ,,"6,522",차량재리스 보증금
1858,1.국회의원,국회,국회의원,민병주,부동산에 관한 규정이 준용되는 권리와 자동차․건설기계․선박 및 항공기,배우자,자동차,"2013년식 싼타페 DM 배기량(2,200cc)","26,730",0 ,,"3,390 ",,"23,340",가액변동
1859,1.국회의원,국회,국회의원,민병주,예금,본인,,"푸르덴셜생명보험 25,750(2,472 증가), 우리은행
7,202(26,779 감소), 오정동새마을금고(대전) 68(2 증가), 삼성생명보험 5,118, 신한은행 34, 구즉신협 100, 대전유성신협 100(100 증가), (주)KB손해보험 15,714(3,930 증가), AIA생명보험 6,787(715 증가), 농협은행 4,460(51,687 감소), 신한생명보험 5,276(541 증가), 탄동 1,050(1,050 증가), 과학기술인공제회 101,240(738 감소), 현대증권 866(70 감소), 하나은행 3,570(388 감소), 라이나생명보험
6,883(964 증가), 교보생명보험 17,250, 동부화재해상보험
21,748(4,433 증가)","288,671","22,623 ",,"88,078 ",,"223,216",정치자금으로 이동 및 생활비 지출
1860,1.국회의원,국회,국회의원,민병주,예금,배우자,,"푸르덴셜생명보험 27,023(2,658 증가), 국민은행 1, 하나은행
5,555(2,046 증가), 신한은행 1,508(2,303 감소), 농협중앙회
4, 삼성생명보험 0(2,155 감소), 중소기업은행 246(246 증가), 우리은행 6(52 감소)","33,903","8,459 ",,"8,019 ",,"34,343",
1861,1.국회의원,국회,국회의원,민병주,예금,장녀,,"하나은행 19,246(1,480 증가), 우리은행 1,600(240 증가)","19,126","19,486 ",,"17,766 ",,"20,846",
1862,1.국회의원,국회,국회의원,민병주,예금,차녀,,"하나은행 11,168(671 감소), 우리은행 1,600(240 증가),
농협중앙회 510","13,709","10,468 ",,"10,899 ",,"13,278",
1863,1.국회의원,국회,국회의원,민병주,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협중앙회 53,966(53,966 증가)",0,"53,966 ",,0 ,,"53,966",정치자금 신고
1864,1.국회의원,국회,국회의원,민병주,유가증권,본인,상장주식,"대한항공 28주(4주 증가), 삼성증권 100주, 두산인프라코어
60주, 대우조선해양 71주, 한진칼 12주","7,868",0 ,,"2,044 ",,"5,824",평가액 변동
1865,1.국회의원,국회,국회의원,민병주,채무,본인,금융기관채무,"우리은행 0(3,002 감소), 씨티은행 0(2,250 감소),
아주캐피탈 9,287(9,287 증가)","5,252","9,287 ",,"5,252 ",,"9,287",자녀학비 보조
1866,1.국회의원,국회,국회의원,민병주,채무,배우자,금융기관채무,"현대캐피탈 0(3,726 감소)","3,726",0 ,,"3,726 ",,0,전액상환
1867,1.국회의원,국회,국회의원,민병주,회원권,본인,콘도미니엄,켄싱턴리조트 설악밸리,"2,000",,,,,"2,000",변동없음
1868,1.국회의원,국회,국회의원,민현주,토지,배우자,답,"경기도 양평군 단월면 부안리 427-1번지 3,789.00㎡","106,470","2,653 ",,0 ,,"109,123",가액변동
1869,1.국회의원,국회,국회의원,민현주,건물,본인,"연립주택
전세(임차)권",서울특별시 서초구 반포동 건물 0.00㎡ (건물 163.62㎡감소),"100,000",0 ,,"100,000 ","100,000",0,계약만료
1870,1.국회의원,국회,국회의원,민현주,건물,본인,"아파트
전세(임차)권","서울특별시 서초구 방배동 롯데캐슬헤론아파트 건물
211.30㎡ (건물 211.30㎡ 증가)",,"330,000 ","330,000 ",0 ,,"330,000",이사로 인한 신규계약
